Asset Manager,Company,Year,Ticker,Meeting Date,Meeting Type,Security ID,# Management Proposals,Proposal,Bucket,Mgt Rec,Vote,TICKER,NAME,CNTRY_OF_DOMICILE
RBC Global Asset management,Canadian Tire Corporation Limited,2015,CTC.A,5/14/2015,Annual,136681202,1.3,Elect Director Timothy R. Price,DIRECTOR,For,For,CTC/A CN,CANADIAN TIRE CORP-CLASS A,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.1,Elect Director Benjamin H. Ball,DIRECTOR,For,Withhold,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.2,Elect Director Peter D. Charbonneau,DIRECTOR,For,For,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.3,Elect Director Andrew J. Kowal,DIRECTOR,For,Withhold,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.4,Elect Director Terence H. Matthews,DIRECTOR,For,Withhold,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.5,Elect Director Richard D. McBee,DIRECTOR,For,Withhold,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.6,Elect Director John P. McHugh,DIRECTOR,For,For,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.7,Elect Director Sudhakar Ramakrishna,DIRECTOR,For,For,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,1.8,Elect Director David M. Williams,DIRECTOR,For,For,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Mitel Networks Corporation,2015,MNW,5/14/2015,Annual,60671Q104,2,Approve Deloitte LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,MITL US,MITEL NETWORKS CORP,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.1,Elect Director Douglas K. Ammerman,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.2,Elect Director David L. Emerson,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.3,Elect Director Delores M. Etter,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.4,Elect Director Anthony (Tony) P. Franceschini,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.5,Elect Director Robert (Bob) J. Gomes,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.6,Elect Director Susan E. Hartman,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.7,Elect Director Aram H. Keith,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.8,Elect Director Donald J. Lowry,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,1.9,Elect Director Ivor M. Ruste,DIRECTOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,2,Approve Ernst & Young LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Stantec Inc.,2015,STN,5/14/2015,Annual,85472N109,3,Advisory Vote on Executive Compensation Approach,SAY_ON_PAY,For,For,STN CN,STANTEC INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.1,Elect Director James C. Baillie,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.2,Elect Director Jacqueline E. Beaurivage,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.3,Elect Director Robert J. Blowes,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.4,Elect Director William F. Falk,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.5,Elect Director Diana L. Graham,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.6,Elect Director John M. Marsh,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.7,Elect Director Robert A. Mitchell,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.8,Elect Director Kevin P.D. Smith,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.9,Elect Director Gerald M. Soloway,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,1.1,Elect Director Bonita J. Then,DIRECTOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,2,Approve Ernst & Young LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,3,Advisory Vote on Executive Compensation Approach,SAY_ON_PAY,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Home Capital Group Inc,2015,HCG,5/13/2015,Annual/Special,436913107,4,Approve Shareholder Rights Plan,?,For,For,HCG CN,HOME CAPITAL GROUP INC,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.1,Elect Director William T. Donovan,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.2,Elect Director Brian J. Gibson,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.3,Elect Director Allen R. Hagerman,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.4,Elect Director Catherine J. Hughes,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.5,Elect Director Steven W. Krablin,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.6,Elect Director Stephen J.J. Letwin,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.7,Elect Director Kevin O. Meyers,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.8,Elect Director Kevin A. Neveu,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,1.9,Elect Director Robert L. Phillips,DIRECTOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,2,Approve KPMG LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Precision Drilling Corp.,2015,PD,5/13/2015,Annual,74022D308,3,Advisory Vote on Executive Compensation Approach,SAY_ON_PAY,For,For,PD CN,PRECISION DRILLING CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,1,Fix Number of Directors at Nine,BOARD_STRUCTURE,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.1,Elect Director James L. Bowzer,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.2,Elect Director John A. Brussa,DIRECTOR,For,Withhold,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.3,Elect Director Raymond T. Chan,DIRECTOR,For,Withhold,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.4,Elect Director Edward Chwyl,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.5,Elect Director Naveen Dargan,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.6,Elect Director R.E.T. (Rusty) Goepel,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.7,Elect Director Gregory K. Melchin,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.8,Elect Director Mary Ellen Peters,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,2.9,Elect Director Dale O. Shwed,DIRECTOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,3,Approve Deloitte LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,Baytex Energy Corp.,2015,BTE,12/5/2015,Annual,07317Q105,4,Advisory Vote on Executive Compensation Approach,SAY_ON_PAY,For,For,BTE CN,BAYTEX ENERGY CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.1,Elect Director Peter A. Dea,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.2,Elect Director Fred J. Fowler,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.3,Elect Director Howard J. Mayson,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.4,Elect Director Lee A. McIntire,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.5,Elect Director Margaret A. McKenzie,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.6,Elect Director Suzanne P. Nimocks,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.7,Elect Director Jane L. Peverett,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.8,Elect Director Brian G. Shaw,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.9,Elect Director Douglas J. Suttles,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.1,Elect Director Bruce G. Waterman,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,1.11,Elect Director Clayton H. Woitas,DIRECTOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,2,Approve PricewaterhouseCoopers LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,3,Amend Stock Option Plan,?,For,Against,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,4,Authorize New Class of Preferred Stock,CREATE_SHARE_CLASS,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,EnCana Corporation,2015,ECA,12/5/2015,Annual/Special,292505104,5,Advisory Vote on Executive Compensation Approach,SAY_ON_PAY,For,For,ECA CN,ENCANA CORP,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.1,Elect Director Christopher M. Burley,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.2,Elect Director Donald G. Chynoweth,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.3,Elect Director John W. Estey,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.4,Elect Director Gerald W. Grandey,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.5,Elect Director C. Steven Hoffman,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.6,Elect Director Alice D. Laberge,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.7,Elect Director Consuelo E. Madere,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.8,Elect Director Keith G. Martell,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.9,Elect Director Jeffrey J. McCaig,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.1,Elect Director Jochen E. Tilk,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,1.11,Elect Director Elena Viyella de Paliza,DIRECTOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,2,Ratify Deloitte LLP as Auditors,AUDITOR,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,3,Approve 2015 Performance Option Plan,?,For,Against,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,4,Advisory Vote on Executive Compensation Approach,SAY_ON_PAY,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,5,Amend By-law,?,For,For,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,Shareholder proposals,,,,,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,Potash Corporation of Saskatchewan Inc.,2015,POT,12/5/2015,Annual/Special,73755L107,6,SP1: Conduct and Make Public An Independent Human Rights Assessment,HUMAN_RIGHTS,Against,Against,POT CN,POTASH CORP OF SASKATCHEWAN,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,1,Fix Number of Directors at Seven,BOARD_STRUCTURE,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,2,Elect Director Gordon R. Barefoot,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,3,Elect Director Michael H. Ross,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,4,Elect Director Dennis DesRoisers,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,5,Elect Director Barry L. James,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,6,Elect Director Maryann N. Keller,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,7,Elect Director Patrick J. Priestner,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,8,Elect Director Thomas L. Orysiuk,DIRECTOR,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,9,Approve PricewaterhouseCoopers LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,Withhold,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,AutoCanada Inc.,2015,ACQ,8/5/2015,Annual/Special,05277B209,10,Approve Advance Notice Policy,?,For,For,ACQ CN,AUTOCANADA INC,CA
RBC Global Asset management,IGM Financial Inc.,2015,IGM,8/5/2015,Annual,449586106,1.1,Elect Director Marc A. Bibeau,DIRECTOR,For,For,IGM CN,IGM FINANCIAL INC,CA
